tag	DUMB42
seq_4406	0.60322
seq_4407	0.58931
seq_4408	0.94863
seq_4409	0.09892
seq_4410	0.50624
seq_4411	0.68501
seq_4412	0.02015
seq_4413	0.76550
seq_4414	0.90397
seq_4415	0.84130
seq_4416	0.56902
seq_4417	0.65104
seq_4418	0.25964
seq_4419	0.98947
seq_4420	0.92474
seq_4421	0.25431
seq_4422	0.60333
seq_4423	0.93986
seq_4424	0.49998
seq_4425	0.73843
seq_4426	0.66525
seq_4427	0.28721
seq_4428	0.54135
seq_4429	0.94823
seq_4430	0.43945
seq_4431	0.16076
seq_4432	0.33621
seq_4433	0.01774
seq_4434	0.28370
seq_4435	0.41407
seq_4436	0.65113
seq_4437	0.45549
seq_4438	0.01004
seq_4439	0.24457
seq_4440	0.78732
seq_4441	0.14516
seq_4442	0.98031
seq_4443	0.59305
seq_4444	0.36492
seq_4445	0.00840
seq_4446	0.91902
seq_4447	0.14186
seq_4448	0.76785
seq_4449	0.90422
seq_4450	0.90550
seq_4451	0.49970
seq_4452	0.76557
seq_4453	0.17056
seq_4454	0.05731
seq_4455	0.12601
seq_4456	0.46223
seq_4457	0.43911
seq_4458	0.65079
seq_4459	0.71360
seq_4460	0.50604
seq_4461	0.32491
seq_4462	0.01070
seq_4463	0.84926
seq_4464	0.31874
seq_4465	0.51496
seq_4466	0.30946
seq_4467	0.48598
seq_4468	0.74645
seq_4469	0.17953
seq_4470	0.50220
seq_4471	0.56129
seq_4472	0.48543
seq_4473	0.67379
seq_4474	0.54145
seq_4475	0.86326
seq_4476	0.74542
seq_4477	0.02106
seq_4478	0.66155
seq_4479	0.89670
seq_4480	0.83273
seq_4481	0.49829
seq_4482	0.67112
seq_4483	0.34120
seq_4484	0.47232
seq_4485	0.84485
seq_4486	0.17568
seq_4487	0.96336
seq_4488	0.81366
seq_4489	0.61325
seq_4490	0.15242
seq_4491	0.84720
seq_4492	0.09071
seq_4493	0.40853
seq_4494	0.43406
seq_4495	0.20010
seq_4496	0.62240
seq_4497	0.36394
seq_4498	0.73837
seq_4499	0.52434
seq_4500	0.91738
seq_4501	0.84373
seq_4502	0.49984
seq_4503	0.59725
seq_4504	0.02515
seq_4505	0.10098
seq_4506	0.18629
seq_4507	0.58101
seq_4508	0.76568
seq_4509	0.90643
seq_4510	0.62976
seq_4511	0.45043
seq_4512	0.05994
seq_4513	0.82625
seq_4514	0.92060
seq_4515	0.90693
seq_4516	0.85442
seq_4517	0.99669
seq_4518	0.27354
seq_4519	0.18378
seq_4520	0.40213
seq_4521	0.71234
seq_4522	0.50560
seq_4523	0.37401
seq_4524	0.17244
seq_4525	0.88817
seq_4526	0.81830
seq_4527	0.72014
seq_4528	0.91613
seq_4529	0.78226
seq_4530	0.32762
seq_4531	0.49032
seq_4532	0.55277
seq_4533	0.00899
seq_4534	0.08984
seq_4535	0.04517
seq_4536	0.97559
seq_4537	0.01515
seq_4538	0.83629
seq_4539	0.16405
seq_4540	0.14909
seq_4541	0.21088
seq_4542	0.40209
seq_4543	0.09356
seq_4544	0.79030
seq_4545	0.77552
seq_4546	0.53059
seq_4547	0.58855
seq_4548	0.21862
seq_4549	0.92254
seq_4550	0.33817
seq_4551	0.90566
seq_4552	0.71536
seq_4553	0.43672
seq_4554	0.57325
seq_4555	0.91870
seq_4556	0.24804
seq_4557	0.43103
seq_4558	0.96881
seq_4559	0.79461
seq_4560	0.88724
seq_4561	0.62846
seq_4562	0.40886
seq_4563	0.31547
seq_4564	0.07714
seq_4565	0.68222
seq_4566	0.23532
seq_4567	0.17700
seq_4568	0.26169
seq_4569	0.41906
seq_4570	0.36983
seq_4571	0.66516
seq_4572	0.69541
seq_4573	0.37753
seq_4574	0.69976
seq_4575	0.99212
seq_4576	0.75775
seq_4577	0.73010
seq_4578	0.59076
seq_4579	0.43101
seq_4580	0.00586
seq_4581	0.38502
seq_4582	0.85183
seq_4583	0.53853
seq_4584	0.15101
seq_4585	0.88438
seq_4586	0.70262
seq_4587	0.18171
seq_4588	0.98294
seq_4589	0.70448
seq_4590	0.49932
seq_4591	0.40518
seq_4592	0.40041
seq_4593	0.13020
seq_4594	0.73283
seq_4595	0.07638
seq_4596	0.07616
seq_4597	0.99133
seq_4598	0.72089
seq_4599	0.50082
seq_4600	0.09404
seq_4601	0.72860
seq_4602	0.78419
seq_4603	0.61455
seq_4604	0.48357
seq_4605	0.47212
seq_4606	0.97998
seq_4607	0.11867
seq_4608	0.97641
seq_4609	0.83326
seq_4610	0.53520
seq_4611	0.48834
seq_4612	0.19554
seq_4613	0.65011
seq_4614	0.98791
seq_4615	0.40191
seq_4616	0.40332
seq_4617	0.97396
seq_4618	0.78555
seq_4619	0.31285
seq_4620	0.66009
seq_4621	0.74904
seq_4622	0.58465
seq_4623	0.33504
seq_4624	0.86406
seq_4625	0.29647
seq_4626	0.76070
seq_4627	0.46058
seq_4628	0.81765
seq_4629	0.44657
seq_4630	0.16594
seq_4631	0.85884
seq_4632	0.25088
seq_4633	0.46465
seq_4634	0.72889
seq_4635	0.26998
seq_4636	0.37540
seq_4637	0.51904
seq_4638	0.35416
seq_4639	0.28097
seq_4640	0.37868
seq_4641	0.55891
seq_4642	0.02165
seq_4643	0.19014
seq_4644	0.85063
seq_4645	0.76000
seq_4646	0.97680
seq_4647	0.95387
seq_4648	0.35839
seq_4649	0.53917
seq_4650	0.06776
seq_4651	0.55496
seq_4652	0.64403
seq_4653	0.13707
seq_4654	0.61296
seq_4655	0.74457
seq_4656	0.86680
seq_4657	0.29212
seq_4658	0.48375
seq_4659	0.45064
seq_4660	0.20835
seq_4661	0.66528
seq_4662	0.99965
seq_4663	0.00387
seq_4664	0.22832
seq_4665	0.13395
seq_4666	0.15498
seq_4667	0.73102
seq_4668	0.19636
seq_4669	0.40457
seq_4670	0.68095
seq_4671	0.68236
seq_4672	0.75616
seq_4673	0.28788
seq_4674	0.57519
seq_4675	0.91233
seq_4676	0.07460
seq_4677	0.53893
seq_4678	0.69922
seq_4679	0.39385
seq_4680	0.47686
seq_4681	0.93890
seq_4682	0.70893
seq_4683	0.83726
seq_4684	0.61666
seq_4685	0.16400
seq_4686	0.71279
seq_4687	0.12373
seq_4688	0.06862
seq_4689	0.83815
seq_4690	0.61682
seq_4691	0.92720
seq_4692	0.31073
seq_4693	0.39528
seq_4694	0.23466
seq_4695	0.07323
seq_4696	0.31539
seq_4697	0.14733
seq_4698	0.69092
seq_4699	0.35876
seq_4700	0.97593
seq_4701	0.36249
seq_4702	0.25932
seq_4703	0.14758
seq_4704	0.85726
seq_4705	0.93773
seq_4706	0.50298
seq_4707	0.59320
seq_4708	0.57373
seq_4709	0.56447
seq_4710	0.09579
seq_4711	0.94320
seq_4712	0.65416
seq_4713	0.94517
seq_4714	0.05633
seq_4715	0.94140
seq_4716	0.24756
seq_4717	0.05601
seq_4718	0.08157
seq_4719	0.65149
seq_4720	0.40240
seq_4721	0.72811
seq_4722	0.76695
seq_4723	0.64074
seq_4724	0.36066
seq_4725	0.91796
seq_4726	0.80937
seq_4727	0.45343
seq_4728	0.68980
seq_4729	0.98848
seq_4730	0.67095
seq_4731	0.87652
seq_4732	0.09905
seq_4733	0.37355
seq_4734	0.14113
seq_4735	0.23280
seq_4736	0.80646
seq_4737	0.20751
seq_4738	0.18323
seq_4739	0.49572
seq_4740	0.90263
seq_4741	0.91498
seq_4742	0.49046
seq_4743	0.05043
seq_4744	0.92849
seq_4745	0.87171
seq_4746	0.55871
seq_4747	0.39236
seq_4748	0.72534
seq_4749	0.49043
seq_4750	0.26988
seq_4751	0.08574
seq_4752	0.24574
seq_4753	0.18719
seq_4754	0.11551
seq_4755	0.65209
seq_4756	0.10103
seq_4757	0.38589
seq_4758	0.84648
seq_4759	0.64881
seq_4760	0.77992
seq_4761	0.21261
seq_4762	0.28255
seq_4763	0.18902
seq_4764	0.80317
seq_4765	0.48862
seq_4766	0.59504
seq_4767	0.51289
seq_4768	0.14458
seq_4769	0.75575
seq_4770	0.19529
seq_4771	0.83181
seq_4772	0.77919
seq_4773	0.56108
seq_4774	0.19179
seq_4775	0.42616
seq_4776	0.30220
seq_4777	0.63433
seq_4778	0.60511
seq_4779	0.38715
seq_4780	0.92894
seq_4781	0.41855
seq_4782	0.22314
seq_4783	0.48894
seq_4784	0.51307
seq_4785	0.26521
seq_4786	0.93237
seq_4787	0.01675
seq_4788	0.11069
seq_4789	0.03764
seq_4790	0.79042
seq_4791	0.61597
seq_4792	0.42925
seq_4793	0.15535
seq_4794	0.72782
seq_4795	0.57288
seq_4796	0.85059
seq_4797	0.14040
seq_4798	0.41837
seq_4799	0.03260
seq_4800	0.44001
seq_4801	0.12557
seq_4802	0.35758
seq_4803	0.20575
seq_4804	0.27117
seq_4805	0.77813
seq_4806	0.54040
seq_4807	0.17526
seq_4808	0.51926
seq_4809	0.68011
seq_4810	0.13458
seq_4811	0.11462
seq_4812	0.76299
seq_4813	0.54277
seq_4814	0.90187
seq_4815	0.53537
seq_4816	0.74814
seq_4817	0.23752
seq_4818	0.95313
seq_4819	0.76633
seq_4820	0.50256
seq_4821	0.59298
seq_4822	0.20284
seq_4823	0.19699
seq_4824	0.94267
seq_4825	0.03737
seq_4826	0.45092
seq_4827	0.15902
seq_4828	0.61347
seq_4829	0.31045
seq_4830	0.05612
seq_4831	0.83414
seq_4832	0.61867
seq_4833	0.04013
seq_4834	0.49548
seq_4835	0.27173
seq_4836	0.09674
seq_4837	0.02585
seq_4838	0.07014
seq_4839	0.10825
seq_4840	0.71934
seq_4841	0.92808
seq_4842	0.32590
seq_4843	0.52473
seq_4844	0.02221
seq_4845	0.79419
seq_4846	0.54357
seq_4847	0.04067
seq_4848	0.63531
seq_4849	0.69832
seq_4850	0.34275
seq_4851	0.64066
seq_4852	0.62100
seq_4853	0.13518
seq_4854	0.74783
seq_4855	0.54680
seq_4856	0.94493
seq_4857	0.79959
seq_4858	0.80762
seq_4859	0.10377
seq_4860	0.62910
seq_4861	0.26371
seq_4862	0.26818
seq_4863	0.82524
seq_4864	0.41993
seq_4865	0.21023
seq_4866	0.27338
seq_4867	0.26759
seq_4868	0.17844
seq_4869	0.86081
seq_4870	0.04402
seq_4871	0.91076
seq_4872	0.59849
seq_4873	0.72729
seq_4874	0.12171
seq_4875	0.41744
seq_4876	0.81115
seq_4877	0.25101
seq_4878	0.58141
seq_4879	0.23487
seq_4880	0.86422
seq_4881	0.13847
seq_4882	0.44545
seq_4883	0.02577
seq_4884	0.63333
seq_4885	0.03068
seq_4886	0.28923
seq_4887	0.46822
seq_4888	0.68536
seq_4889	0.17807
seq_4890	0.52841
seq_4891	0.94939
seq_4892	0.38799
seq_4893	0.27366
seq_4894	0.46940
seq_4895	0.18368
seq_4896	0.87646
seq_4897	0.63255
seq_4898	0.18507
seq_4899	0.82395
seq_4900	0.55744
seq_4901	0.65005
seq_4902	0.03495
seq_4903	0.43620
seq_4904	0.63068
seq_4905	0.26858
seq_4906	0.00559
seq_4907	0.82217
seq_4908	0.35275
seq_4909	0.24238
seq_4910	0.34298
seq_4911	0.27345
seq_4912	0.51697
seq_4913	0.18771
seq_4914	0.16154
seq_4915	0.16404
seq_4916	0.47771
seq_4917	0.35748
seq_4918	0.04465
seq_4919	0.32504
seq_4920	0.19460
seq_4921	0.83749
seq_4922	0.26888
seq_4923	0.68548
seq_4924	0.76563
seq_4925	0.15925
seq_4926	0.73083
seq_4927	0.77105
seq_4928	0.84203
seq_4929	0.21609
seq_4930	0.75456
seq_4931	0.89669
seq_4932	0.06519
seq_4933	0.35812
seq_4934	0.22517
seq_4935	0.24162
seq_4936	0.86357
seq_4937	0.60875
seq_4938	0.60691
seq_4939	0.29518
seq_4940	0.51316
seq_4941	0.73737
seq_4942	0.88421
seq_4943	0.65200
seq_4944	0.38034
seq_4945	0.42982
seq_4946	0.10397
seq_4947	0.67242
seq_4948	0.97646
seq_4949	0.79582
seq_4950	0.78287
seq_4951	0.53037
seq_4952	0.15546
seq_4953	0.37288
seq_4954	0.03371
seq_4955	0.56716
seq_4956	0.57645
seq_4957	0.41869
seq_4958	0.45449
seq_4959	0.28346
seq_4960	0.89034
seq_4961	0.58630
seq_4962	0.78550
seq_4963	0.45335
seq_4964	0.22464
seq_4965	0.56910
seq_4966	0.36570
seq_4967	0.50432
seq_4968	0.42122
seq_4969	0.82220
seq_4970	0.02543
seq_4971	0.09542
seq_4972	0.07712
seq_4973	0.46185
seq_4974	0.49877
seq_4975	0.89716
seq_4976	0.77846
seq_4977	0.35841
seq_4978	0.88527
seq_4979	0.90353
seq_4980	0.49254
seq_4981	0.88925
seq_4982	0.76860
seq_4983	0.46967
seq_4984	0.46464
seq_4985	0.65201
seq_4986	0.40004
seq_4987	0.21637
seq_4988	0.67624
seq_4989	0.43178
seq_4990	0.89414
seq_4991	0.31105
seq_4992	0.37722
seq_4993	0.99658
seq_4994	0.07111
seq_4995	0.14031
seq_4996	0.18588
seq_4997	0.75461
seq_4998	0.19018
seq_4999	0.45404
seq_5000	0.23251
seq_5001	0.95083
seq_5002	0.32177
seq_5003	0.20117
seq_5004	0.60417
seq_5005	0.17166
seq_5006	0.28425
seq_5007	0.70316
seq_5008	0.21212
seq_5009	0.62036
seq_5010	0.83137
seq_5011	0.60097
seq_5012	0.47999
seq_5013	0.16570
seq_5014	0.81116
seq_5015	0.51059
seq_5016	0.51832
seq_5017	0.36109
seq_5018	0.71334
seq_5019	0.73226
seq_5020	0.28255
seq_5021	0.93919
seq_5022	0.15085
seq_5023	0.21402
seq_5024	0.63387
seq_5025	0.82866
seq_5026	0.48295
seq_5027	0.97476
seq_5028	0.09204
seq_5029	0.07945
seq_5030	0.69449
seq_5031	0.45941
seq_5032	0.72026
seq_5033	0.01722
seq_5034	0.56295
seq_5035	0.07719
seq_5036	0.26382
seq_5037	0.56499
seq_5038	0.16827
seq_5039	0.58494
seq_5040	0.48601
seq_5041	0.41095
seq_5042	0.62963
seq_5043	0.98379
seq_5044	0.98217
seq_5045	0.30893
seq_5046	0.47812
seq_5047	0.57421
seq_5048	0.14158
seq_5049	0.88669
seq_5050	0.10687
seq_5051	0.73839
seq_5052	0.32902
seq_5053	0.68887
seq_5054	0.55186
seq_5055	0.59970
seq_5056	0.84464
seq_5057	0.91012
seq_5058	0.53724
seq_5059	0.39560
seq_5060	0.22352
seq_5061	0.56561
seq_5062	0.99580
seq_5063	0.67405
seq_5064	0.68597
seq_5065	0.85437
seq_5066	0.48134
seq_5067	0.03197
seq_5068	0.46734
seq_5069	0.65132
seq_5070	0.81305
seq_5071	0.72456
seq_5072	0.14366
seq_5073	0.21695
seq_5074	0.57243
seq_5075	0.85732
seq_5076	0.85450
seq_5077	0.18138
seq_5078	0.07466
seq_5079	0.25292
seq_5080	0.78038
seq_5081	0.47718
seq_5082	0.41030
seq_5083	0.67815
seq_5084	0.00743
seq_5085	0.92689
seq_5086	0.09991
seq_5087	0.46067
seq_5088	0.51920
seq_5089	0.34569
seq_5090	0.20254
seq_5091	0.18822
seq_5092	0.60572
seq_5093	0.15282
seq_5094	0.96592
seq_5095	0.93549
seq_5096	0.77564
seq_5097	0.01637
seq_5098	0.02524
seq_5099	0.72073
seq_5100	0.96370
seq_5101	0.17186
seq_5102	0.16612
seq_5103	0.22919
seq_5104	0.44706
seq_5105	0.84652
seq_5106	0.39242
seq_5107	0.19654
seq_5108	0.38373
seq_5109	0.99727
seq_5110	0.78894
seq_5111	0.62389
seq_5112	0.36969
seq_5113	0.00989
seq_5114	0.18625
seq_5115	0.88494
seq_5116	0.10810
seq_5117	0.76154
seq_5118	0.05813
seq_5119	0.56868
seq_5120	0.15387
seq_5121	0.55107
seq_5122	0.38716
seq_5123	0.84765
seq_5124	0.03757
seq_5125	0.36418
seq_5126	0.80207
seq_5127	0.35244
seq_5128	0.04384
seq_5129	0.04113
seq_5130	0.81396
seq_5131	0.16657
seq_5132	0.22416
seq_5133	0.50759
seq_5134	0.89073
seq_5135	0.40738
seq_5136	0.91019
seq_5137	0.62280
seq_5138	0.52223
seq_5139	0.76103
seq_5140	0.92878
seq_5141	0.48765
seq_5142	0.93083
seq_5143	0.00007
seq_5144	0.83449
seq_5145	0.85842
seq_5146	0.42685
seq_5147	0.14367
seq_5148	0.58531
seq_5149	0.87775
seq_5150	0.02966
seq_5151	0.37075
seq_5152	0.49533
seq_5153	0.02795
seq_5154	0.55678
seq_5155	0.55998
seq_5156	0.90034
seq_5157	0.74305
seq_5158	0.03217
seq_5159	0.81600
seq_5160	0.99084
seq_5161	0.44282
seq_5162	0.29416
seq_5163	0.63518
seq_5164	0.58629
seq_5165	0.78468
seq_5166	0.84763
seq_5167	0.47953
seq_5168	0.76349
seq_5169	0.59353
seq_5170	0.10097
seq_5171	0.25067
seq_5172	0.60691
seq_5173	0.60879
seq_5174	0.65191
seq_5175	0.06822
seq_5176	0.66227
seq_5177	0.64492
seq_5178	0.96927
seq_5179	0.98745
seq_5180	0.84876
seq_5181	0.07589
seq_5182	0.88519
seq_5183	0.41537
seq_5184	0.97356
seq_5185	0.01862
seq_5186	0.75996
seq_5187	0.50492
seq_5188	0.56407
seq_5189	0.32605
seq_5190	0.03060
seq_5191	0.97416
seq_5192	0.32429
seq_5193	0.14952
seq_5194	0.44891
seq_5195	0.66610
seq_5196	0.73620
seq_5197	0.00328
seq_5198	0.78982
seq_5199	0.24927
seq_5200	0.14964
seq_5201	0.23882
seq_5202	0.62882
seq_5203	0.66676
seq_5204	0.95087
seq_5205	0.55110
seq_5206	0.16793
seq_5207	0.03670
seq_5208	0.88232
seq_5209	0.57740
seq_5210	0.76643
seq_5211	0.63977
seq_5212	0.46434
seq_5213	0.52533
seq_5214	0.95054
seq_5215	0.34312
seq_5216	0.44873
seq_5217	0.72857
seq_5218	0.71078
seq_5219	0.89631
seq_5220	0.61145
seq_5221	0.58179
seq_5222	0.14896
seq_5223	0.45186
seq_5224	0.81783
seq_5225	0.69115
seq_5226	0.69269
seq_5227	0.80113
seq_5228	0.94462
seq_5229	0.65819
seq_5230	0.48420
seq_5231	0.65194
seq_5232	0.65299
seq_5233	0.29268
seq_5234	0.01640
seq_5235	0.77710
seq_5236	0.72946
seq_5237	0.03039
seq_5238	0.45645
seq_5239	0.97882
seq_5240	0.94700
seq_5241	0.25673
seq_5242	0.38128
seq_5243	0.64164
seq_5244	0.51947
seq_5245	0.05622
seq_5246	0.17480
seq_5247	0.59908
seq_5248	0.78692
seq_5249	0.96030
seq_5250	0.02565
seq_5251	0.42067
seq_5252	0.06915
seq_5253	0.95817
seq_5254	0.87885
seq_5255	0.32341
seq_5256	0.34847
seq_5257	0.64538
seq_5258	0.07666
seq_5259	0.92431
seq_5260	0.39808
seq_5261	0.74279
seq_5262	0.22492
seq_5263	0.01855
seq_5264	0.22437
seq_5265	0.91298
seq_5266	0.83840
seq_5267	0.56813
seq_5268	0.93055
seq_5269	0.73310
seq_5270	0.57510
seq_5271	0.99614
seq_5272	0.67424
seq_5273	0.00234
seq_5274	0.08778
seq_5275	0.80690
seq_5276	0.54541
seq_5277	0.38820
seq_5278	0.07051
seq_5279	0.46886
seq_5280	0.25188
seq_5281	0.47388
seq_5282	0.91744
seq_5283	0.31815
seq_5284	0.96515
seq_5285	0.47791
seq_5286	0.66528
seq_5287	0.74485
seq_5288	0.93480
seq_5289	0.90434
seq_5290	0.84861
seq_5291	0.08340
seq_5292	0.29076
seq_5293	0.89682
seq_5294	0.13921
seq_5295	0.54769
seq_5296	0.04370
seq_5297	0.09715
seq_5298	0.32497
seq_5299	0.52220
seq_5300	0.52645
seq_5301	0.24094
seq_5302	0.01561
seq_5303	0.89068
seq_5304	0.56031
seq_5305	0.28086
seq_5306	0.28240
seq_5307	0.45913
seq_5308	0.46908
seq_5309	0.03162
seq_5310	0.01380
seq_5311	0.22585
seq_5312	0.27920
seq_5313	0.36952
seq_5314	0.64443
seq_5315	0.82781
seq_5316	0.03027
seq_5317	0.91890
seq_5318	0.72164
seq_5319	0.79190
seq_5320	0.45959
seq_5321	0.01549
seq_5322	0.77946
seq_5323	0.03168
seq_5324	0.47765
seq_5325	0.29641
seq_5326	0.35634
seq_5327	0.44559
seq_5328	0.89255
seq_5329	0.58384
seq_5330	0.77926
seq_5331	0.21859
seq_5332	0.56406
seq_5333	0.73892
seq_5334	0.06047
seq_5335	0.43958
seq_5336	0.55942
seq_5337	0.14752
seq_5338	0.98265
seq_5339	0.76679
seq_5340	0.87651
seq_5341	0.31072
seq_5342	0.40832
seq_5343	0.65437
seq_5344	0.09146
seq_5345	0.28332
seq_5346	0.27743
seq_5347	0.82342
seq_5348	0.19264
seq_5349	0.96926
seq_5350	0.65605
seq_5351	0.05195
seq_5352	0.22872
seq_5353	0.18317
seq_5354	0.94997
seq_5355	0.84713
seq_5356	0.05278
seq_5357	0.00249
seq_5358	0.90198
seq_5359	0.11984
seq_5360	0.25306
seq_5361	0.47387
seq_5362	0.77415
seq_5363	0.61173
seq_5364	0.67030
seq_5365	0.03855
seq_5366	0.24668
seq_5367	0.19300
seq_5368	0.34088
seq_5369	0.58143
seq_5370	0.24766
seq_5371	0.97560
seq_5372	0.08797
seq_5373	0.02477
seq_5374	0.91982
seq_5375	0.52979
seq_5376	0.73627
seq_5377	0.86626
seq_5378	0.72637
seq_5379	0.07168
seq_5380	0.22331
seq_5381	0.79644
seq_5382	0.85520
seq_5383	0.08536
seq_5384	0.09209
seq_5385	0.87866
seq_5386	0.52533
seq_5387	0.11867
seq_5388	0.76368
seq_5389	0.19371
seq_5390	0.82705
seq_5391	0.83791
seq_5392	0.20193
seq_5393	0.20729
seq_5394	0.02001
seq_5395	0.98790
seq_5396	0.52375
seq_5397	0.11292
seq_5398	0.43229
seq_5399	0.37495
seq_5400	0.35111
seq_5401	0.92234
seq_5402	0.44878
seq_5403	0.39573
seq_5404	0.31739
seq_5405	0.19342
seq_5406	0.57373
seq_5407	0.49235
seq_5408	0.80640
seq_5409	0.29192
seq_5410	0.77558
seq_5411	0.45081
seq_5412	0.27940
seq_5413	0.21154
seq_5414	0.83170
seq_5415	0.60567
seq_5416	0.62448
seq_5417	0.57437
seq_5418	0.19947
seq_5419	0.80891
seq_5420	0.34306
seq_5421	0.19869
seq_5422	0.22617
seq_5423	0.95549
seq_5424	0.68997
seq_5425	0.70272
seq_5426	0.66532
seq_5427	0.08418
seq_5428	0.77287
seq_5429	0.19283
seq_5430	0.89534
seq_5431	0.47789
seq_5432	0.37740
seq_5433	0.19759
seq_5434	0.63852
seq_5435	0.53585
seq_5436	0.56620
seq_5437	0.01431
seq_5438	0.98919
seq_5439	0.56041
seq_5440	0.53506
seq_5441	0.90701
seq_5442	0.98538
seq_5443	0.07868
seq_5444	0.28539
seq_5445	0.66878
seq_5446	0.11561
seq_5447	0.52055
seq_5448	0.88821
seq_5449	0.68720
seq_5450	0.16328
seq_5451	0.30619
seq_5452	0.67325
seq_5453	0.07216
seq_5454	0.04881
seq_5455	0.50904
seq_5456	0.13726
seq_5457	0.11836
seq_5458	0.17279
seq_5459	0.92376
seq_5460	0.42097
seq_5461	0.43182
seq_5462	0.24723
seq_5463	0.12377
seq_5464	0.27916
seq_5465	0.81389
seq_5466	0.28459
seq_5467	0.57046
seq_5468	0.23197
seq_5469	0.49827
seq_5470	0.47257
seq_5471	0.85875
seq_5472	0.94972
seq_5473	0.87500
seq_5474	0.74819
seq_5475	0.61459
seq_5476	0.63730
seq_5477	0.54133
seq_5478	0.79821
seq_5479	0.66841
seq_5480	0.63053
seq_5481	0.78119
seq_5482	0.35690
seq_5483	0.71988
seq_5484	0.96271
seq_5485	0.74581
seq_5486	0.44633
seq_5487	0.83389
seq_5488	0.45368
seq_5489	0.00978
seq_5490	0.98559
seq_5491	0.49620
seq_5492	0.03158
seq_5493	0.41981
seq_5494	0.74161
seq_5495	0.13597
seq_5496	0.94405
seq_5497	0.79200
seq_5498	0.20027
seq_5499	0.51617
seq_5500	0.34427
seq_5501	0.82605
seq_5502	0.53178
seq_5503	0.42903
seq_5504	0.74717
seq_5505	0.10993
seq_5506	0.72234
seq_5507	0.14371
seq_5508	0.06185
seq_5509	0.34949
seq_5510	0.29676
seq_5511	0.08128
seq_5512	0.53149
seq_5513	0.61856
seq_5514	0.69729
seq_5515	0.74539
seq_5516	0.98962
seq_5517	0.28479
seq_5518	0.18686
seq_5519	0.10301
seq_5520	0.46064
seq_5521	0.94957
seq_5522	0.87660
seq_5523	0.08187
seq_5524	0.36490
seq_5525	0.10795
seq_5526	0.33299
seq_5527	0.85313
seq_5528	0.72022
seq_5529	0.40987
seq_5530	0.62338
seq_5531	0.62440
seq_5532	0.14677
seq_5533	0.35118
seq_5534	0.58263
seq_5535	0.15765
seq_5536	0.15676
seq_5537	0.12231
seq_5538	0.92823
seq_5539	0.61366
seq_5540	0.67427
seq_5541	0.49479
seq_5542	0.82722
seq_5543	0.88832
seq_5544	0.61411
seq_5545	0.18735
seq_5546	0.43626
seq_5547	0.22847
seq_5548	0.75748
seq_5549	0.81289
seq_5550	0.75993
seq_5551	0.01215
seq_5552	0.77832
seq_5553	0.49738
seq_5554	0.07910
seq_5555	0.04109
seq_5556	0.71415
seq_5557	0.57195
seq_5558	0.26189
seq_5559	0.25500
seq_5560	0.97219
seq_5561	0.61123
seq_5562	0.78740
seq_5563	0.34512
seq_5564	0.41968
seq_5565	0.11712
seq_5566	0.79272
seq_5567	0.40695
seq_5568	0.40095
seq_5569	0.68369
seq_5570	0.36692
seq_5571	0.89643
seq_5572	0.48396
seq_5573	0.38449
seq_5574	0.91583
seq_5575	0.97730
seq_5576	0.04265
seq_5577	0.59926
seq_5578	0.86386
seq_5579	0.22678
seq_5580	0.29724
seq_5581	0.89419
seq_5582	0.02982
seq_5583	0.60923
seq_5584	0.67274
seq_5585	0.17676
seq_5586	0.78413
seq_5587	0.33726
seq_5588	0.87357
seq_5589	0.10923
seq_5590	0.17818
seq_5591	0.63700
seq_5592	0.19196
seq_5593	0.01166
seq_5594	0.67965
seq_5595	0.39465
seq_5596	0.69111
seq_5597	0.38739
seq_5598	0.28502
seq_5599	0.84898
seq_5600	0.57468
seq_5601	0.70252
seq_5602	0.11491
seq_5603	0.11584
seq_5604	0.64996
seq_5605	0.62338
seq_5606	0.01469
seq_5607	0.26038
seq_5608	0.60148
seq_5609	0.46833
seq_5610	0.37603
seq_5611	0.16733
seq_5612	0.35607
seq_5613	0.94490
seq_5614	0.61840
seq_5615	0.45019
seq_5616	0.33946
seq_5617	0.60665
seq_5618	0.31114
seq_5619	0.99795
seq_5620	0.04164
seq_5621	0.59606
seq_5622	0.39754
seq_5623	0.09153
seq_5624	0.29285
seq_5625	0.64291
seq_5626	0.91820
seq_5627	0.39627
seq_5628	0.23255
seq_5629	0.75013
seq_5630	0.15182
seq_5631	0.62641
seq_5632	0.93260
seq_5633	0.18200
seq_5634	0.68511
seq_5635	0.68369
seq_5636	0.96382
seq_5637	0.58323
seq_5638	0.47594
seq_5639	0.07822
seq_5640	0.78443
seq_5641	0.54513
seq_5642	0.75303
seq_5643	0.16874
seq_5644	0.67293
seq_5645	0.37250
seq_5646	0.36921
seq_5647	0.33615
seq_5648	0.12525
seq_5649	0.24058
seq_5650	0.16402
seq_5651	0.34193
seq_5652	0.61862
seq_5653	0.03813
seq_5654	0.13699
seq_5655	0.72506
seq_5656	0.48837
seq_5657	0.06530
seq_5658	0.01622
seq_5659	0.76492
seq_5660	0.65554
seq_5661	0.47986
seq_5662	0.03977
seq_5663	0.64801
seq_5664	0.25711
seq_5665	0.13718
seq_5666	0.45700
seq_5667	0.46660
seq_5668	0.86704
seq_5669	0.29816
seq_5670	0.95239
seq_5671	0.45617
seq_5672	0.73694
seq_5673	0.16578
seq_5674	0.35368
seq_5675	0.83010
seq_5676	0.06311
