tag	dumb_foreign	dumb_shades
seq_3152	0.62361	0.24300
seq_3153	0.36662	0.82995
seq_3154	0.94370	0.13737
seq_3155	0.87179	0.87971
seq_3156	0.27691	0.27362
seq_3157	0.90385	0.55585
seq_3158	0.24209	0.27617
seq_3159	0.54428	0.14408
seq_3160	0.95984	0.23444
seq_3161	0.80344	0.15319
seq_3162	0.88595	0.77533
seq_3163	0.32088	0.46117
seq_3164	0.57429	0.50946
seq_3165	0.38752	0.96940
seq_3166	0.23338	0.65313
seq_3167	0.66412	0.19798
seq_3168	0.24960	0.96492
seq_3169	0.88966	0.96426
seq_3170	0.75543	0.43105
seq_3171	0.03293	0.13828
seq_3172	0.27325	0.59879
seq_3173	0.65300	0.46683
seq_3174	0.96003	0.48743
seq_3175	0.61786	0.50362
seq_3176	0.29609	0.94983
seq_3177	0.07846	0.99397
seq_3178	0.47715	0.79747
seq_3179	0.70518	0.98293
seq_3180	0.85130	0.65065
seq_3181	0.62752	0.75565
seq_3182	0.16061	0.43626
seq_3183	0.01101	0.01076
seq_3184	0.65111	0.87592
seq_3185	0.44791	0.73843
seq_3186	0.38018	0.34150
seq_3187	0.57523	0.74112
seq_3188	0.52393	0.29603
seq_3189	0.11214	0.44033
seq_3190	0.55888	0.11875
seq_3191	0.57173	0.54400
seq_3192	0.82669	0.15697
seq_3193	0.90169	0.85746
seq_3194	0.05769	0.33793
seq_3195	0.57992	0.03486
seq_3196	0.97115	0.37761
seq_3197	0.05351	0.63350
seq_3198	0.49492	0.65787
seq_3199	0.32639	0.34825
seq_3200	0.58091	0.95422
seq_3201	0.92186	0.02336
seq_3202	0.92486	0.70124
seq_3203	0.85955	0.72632
seq_3204	0.67158	0.57095
seq_3205	0.61648	0.21377
seq_3206	0.30575	0.86833
seq_3207	0.26159	0.92392
seq_3208	0.89950	0.88750
seq_3209	0.08990	0.84365
seq_3210	0.11575	0.52021
seq_3211	0.56599	0.19585
seq_3212	0.99026	0.81058
seq_3213	0.93086	0.23491
seq_3214	0.18382	0.73353
seq_3215	0.78443	0.48227
seq_3216	0.14062	0.62837
seq_3217	0.43312	0.57887
seq_3218	0.90416	0.47884
seq_3219	0.92059	0.65179
seq_3220	0.47245	0.26342
seq_3221	0.57645	0.57577
seq_3222	0.90779	0.30569
seq_3223	0.57763	0.66895
seq_3224	0.98449	0.73995
seq_3225	0.07892	0.39358
seq_3226	0.36248	0.07924
seq_3227	0.82491	0.75589
seq_3228	0.53470	0.49648
seq_3229	0.16695	0.65084
seq_3230	0.66204	0.09650
seq_3231	0.77678	0.87979
seq_3232	0.29487	0.07190
seq_3233	0.44056	0.59398
seq_3234	0.15504	0.67557
seq_3235	0.37101	0.29588
seq_3236	0.52378	0.57989
seq_3237	0.11275	0.91225
seq_3238	0.64694	0.99723
seq_3239	0.96333	0.83716
seq_3240	0.44927	0.13294
seq_3241	0.04073	0.86660
seq_3242	0.04998	0.75005
seq_3243	0.45739	0.24194
seq_3244	0.54585	0.30141
seq_3245	0.71491	0.85834
seq_3246	0.67881	0.65267
seq_3247	0.54614	0.73223
seq_3248	0.28951	0.75363
seq_3249	0.49698	0.22500
seq_3250	0.78132	0.81689
seq_3251	0.88692	0.75520
seq_3252	0.51883	0.84845
seq_3253	0.14879	0.84296
seq_3254	0.02061	0.61784
seq_3255	0.25259	0.83690
seq_3256	0.92547	0.15076
seq_3257	0.26669	0.94019
seq_3258	0.75970	0.47880
seq_3259	0.37749	0.53337
seq_3260	0.79130	0.25919
seq_3261	0.36554	0.01511
seq_3262	0.18220	0.94851
seq_3263	0.42149	0.20381
seq_3264	0.90892	0.66540
seq_3265	0.54479	0.53401
seq_3266	0.32636	0.39411
seq_3267	0.81842	0.40191
seq_3268	0.25752	0.58527
seq_3269	0.40895	0.76754
seq_3270	0.15769	0.24542
seq_3271	0.90960	0.89705
seq_3272	0.87960	0.58171
seq_3273	0.56394	0.53235
seq_3274	0.66074	0.44292
seq_3275	0.49031	0.74480
seq_3276	0.80531	0.73229
seq_3277	0.31918	0.18638
seq_3278	0.68343	0.09454
seq_3279	0.69402	0.65981
seq_3280	0.14186	0.65732
seq_3281	0.75232	0.40104
seq_3282	0.38153	0.38975
seq_3283	0.36691	0.74579
seq_3284	0.98236	0.54564
seq_3285	0.39493	0.95610
seq_3286	0.05889	0.13942
seq_3287	0.28312	0.68045
seq_3288	0.16806	0.17297
seq_3289	0.43039	0.33003
seq_3290	0.53512	0.21569
seq_3291	0.40451	0.19297
seq_3292	0.70753	0.62358
seq_3293	0.72371	0.67346
seq_3294	0.20860	0.51007
seq_3295	0.71276	0.37640
seq_3296	0.04362	0.12306
seq_3297	0.75436	0.98136
seq_3298	0.24438	0.76217
seq_3299	0.33721	0.44856
seq_3300	0.24710	0.08499
seq_3301	0.53959	0.54396
seq_3302	0.51602	0.30773
seq_3303	0.03528	0.47403
seq_3304	0.85435	0.19622
seq_3305	0.77735	0.81071
seq_3306	0.60298	0.75939
seq_3307	0.66911	0.55566
seq_3308	0.17587	0.39835
seq_3309	0.05100	0.62117
seq_3310	0.04815	0.60980
seq_3311	0.88024	0.02349
seq_3312	0.84493	0.82348
seq_3313	0.53411	0.43171
seq_3314	0.83818	0.89883
seq_3315	0.54604	0.24983
seq_3316	0.27978	0.40368
seq_3317	0.99468	0.32389
seq_3318	0.48652	0.25356
seq_3319	0.69625	0.44157
seq_3320	0.25271	0.36762
seq_3321	0.00362	0.39301
seq_3322	0.99095	0.88865
seq_3323	0.63507	0.38540
seq_3324	0.12020	0.40509
seq_3325	0.64912	0.28622
seq_3326	0.88731	0.25651
seq_3327	0.32439	0.50198
seq_3328	0.64227	0.49019
seq_3329	0.19105	0.82637
seq_3330	0.60630	0.12983
seq_3331	0.00235	0.97010
seq_3332	0.12136	0.07625
seq_3333	0.29915	0.75688
seq_3334	0.42353	0.29260
seq_3335	0.49200	0.67864
seq_3336	0.50308	0.72107
seq_3337	0.82794	0.60954
seq_3338	0.60048	0.42542
seq_3339	0.45371	0.41169
seq_3340	0.53034	0.20964
seq_3341	0.49416	0.21223
seq_3342	0.06533	0.65812
seq_3343	0.72764	0.74367
seq_3344	0.58324	0.95388
seq_3345	0.52309	0.39056
seq_3346	0.19708	0.67799
seq_3347	0.65991	0.80562
seq_3348	0.76113	0.28845
seq_3349	0.89187	0.77720
seq_3350	0.77743	0.29034
seq_3351	0.15953	0.11856
seq_3352	0.26064	0.22036
seq_3353	0.49360	0.58518
seq_3354	0.22553	0.52625
seq_3355	0.33774	0.51826
seq_3356	0.37702	0.16762
seq_3357	0.35878	0.65818
seq_3358	0.34479	0.68009
seq_3359	0.12861	0.33894
seq_3360	0.29477	0.10684
seq_3361	0.46771	0.73802
seq_3362	0.71092	0.41433
seq_3363	0.98025	0.02402
seq_3364	0.19884	0.13191
seq_3365	0.52928	0.90646
seq_3366	0.24202	0.01042
seq_3367	0.56905	0.58917
seq_3368	0.54965	0.87989
seq_3369	0.66807	0.05025
seq_3370	0.54280	0.76359
seq_3371	0.33985	0.97592
seq_3372	0.21603	0.85513
seq_3373	0.95781	0.85547
seq_3374	0.02566	0.02261
seq_3375	0.58194	0.14626
seq_3376	0.80861	0.38556
seq_3377	0.22459	0.59102
seq_3378	0.54903	0.36925
seq_3379	0.55155	0.26918
seq_3380	0.81686	0.34866
seq_3381	0.36778	0.60108
seq_3382	0.94277	0.37064
seq_3383	0.42559	0.04636
seq_3384	0.02797	0.32381
seq_3385	0.40823	0.63554
seq_3386	0.60462	0.80585
seq_3387	0.35465	0.93108
seq_3388	0.67788	0.01318
seq_3389	0.54544	0.52764
seq_3390	0.59067	0.96789
seq_3391	0.98590	0.52186
seq_3392	0.45249	0.68621
seq_3393	0.26428	0.15838
seq_3394	0.60020	0.51003
seq_3395	0.06701	0.48593
seq_3396	0.26364	0.81893
seq_3397	0.54898	0.31885
seq_3398	0.52094	0.01436
seq_3399	0.69384	0.40498
seq_3400	0.90006	0.21489
seq_3401	0.78862	0.27562
seq_3402	0.04427	0.83953
seq_3403	0.35582	0.28984
seq_3404	0.41370	0.87658
seq_3405	0.89874	0.10159
seq_3406	0.19511	0.55284
seq_3407	0.41315	0.63485
seq_3408	0.20655	0.07681
seq_3409	0.78745	0.61806
seq_3410	0.84705	0.91006
seq_3411	0.75548	0.52310
seq_3412	0.57008	0.69107
seq_3413	0.80512	0.86636
seq_3414	0.05730	0.93886
seq_3415	0.65574	0.59158
seq_3416	0.24325	0.51541
seq_3417	0.86446	0.68495
seq_3418	0.33246	0.58757
seq_3419	0.65902	0.11105
seq_3420	0.63596	0.89832
seq_3421	0.04928	0.09556
seq_3422	0.34876	0.46748
seq_3423	0.62678	0.40364
seq_3424	0.77018	0.86163
seq_3425	0.79615	0.92379
seq_3426	0.14182	0.14513
seq_3427	0.68087	0.59253
seq_3428	0.25972	0.75090
seq_3429	0.57101	0.42805
seq_3430	0.67061	0.27080
seq_3431	0.15381	0.80682
seq_3432	0.18108	0.82425
seq_3433	0.46744	0.35012
seq_3434	0.61251	0.54359
seq_3435	0.21758	0.42321
seq_3436	0.54212	0.59065
seq_3437	0.98739	0.13814
seq_3438	0.11828	0.72679
seq_3439	0.07541	0.27963
seq_3440	0.39336	0.72242
seq_3441	0.02806	0.80748
seq_3442	0.34939	0.04831
seq_3443	0.81418	0.86218
seq_3444	0.98599	0.66901
seq_3445	0.74055	0.06628
seq_3446	0.11020	0.90123
seq_3447	0.89643	0.67527
seq_3448	0.66128	0.65728
seq_3449	0.05441	0.50170
seq_3450	0.78751	0.71130
seq_3451	0.20083	0.81553
seq_3452	0.14943	0.46521
seq_3453	0.23933	0.99183
seq_3454	0.49907	0.63371
seq_3455	0.59768	0.56059
seq_3456	0.91196	0.91207
seq_3457	0.32321	0.13620
seq_3458	0.52579	0.63095
seq_3459	0.54556	0.00681
seq_3460	0.22035	0.98593
seq_3461	0.63017	0.55849
seq_3462	0.50342	0.70174
seq_3463	0.99106	0.79759
seq_3464	0.61314	0.85408
seq_3465	0.72168	0.25729
seq_3466	0.58844	0.26749
seq_3467	0.75045	0.38073
seq_3468	0.56439	0.29304
seq_3469	0.96950	0.83940
seq_3470	0.88388	0.13866
seq_3471	0.54149	0.07725
seq_3472	0.51286	0.22556
seq_3473	0.60339	0.74360
seq_3474	0.34268	0.53093
seq_3475	0.43076	0.63036
seq_3476	0.49189	0.91460
seq_3477	0.85693	0.00867
seq_3478	0.25811	0.49086
seq_3479	0.56858	0.88692
seq_3480	0.70808	0.92591
seq_3481	0.22592	0.51440
seq_3482	0.95780	0.83339
seq_3483	0.28526	0.31688
seq_3484	0.58195	0.02320
seq_3485	0.05668	0.81545
seq_3486	0.37711	0.99957
seq_3487	0.97313	0.31617
seq_3488	0.98829	0.98686
seq_3489	0.57078	0.57799
seq_3490	0.13776	0.01455
seq_3491	0.51303	0.77198
seq_3492	0.91615	0.49683
seq_3493	0.53187	0.34662
seq_3494	0.86082	0.02056
seq_3495	0.68365	0.21756
seq_3496	0.65289	0.88629
seq_3497	0.65222	0.65859
seq_3498	0.03077	0.66461
seq_3499	0.88198	0.59978
seq_3500	0.75624	0.67991
seq_3501	0.47103	0.11741
seq_3502	0.58819	0.68003
seq_3503	0.35383	0.27286
seq_3504	0.80183	0.27471
seq_3505	0.82806	0.85837
seq_3506	0.67218	0.69817
seq_3507	0.56521	0.78565
seq_3508	0.52095	0.43003
seq_3509	0.88750	0.11838
seq_3510	0.00840	0.63956
seq_3511	0.53236	0.21434
seq_3512	0.53572	0.74494
seq_3513	0.53875	0.12916
seq_3514	0.55078	0.06091
seq_3515	0.70738	0.82901
seq_3516	0.82182	0.31138
seq_3517	0.99861	0.70913
seq_3518	0.19257	0.17980
seq_3519	0.07735	0.59050
seq_3520	0.25031	0.80518
seq_3521	0.60126	0.35937
seq_3522	0.44200	0.33384
seq_3523	0.63588	0.52250
seq_3524	0.46074	0.16036
seq_3525	0.04308	0.68465
seq_3526	0.98648	0.63889
seq_3527	0.12650	0.26096
seq_3528	0.23983	0.62082
seq_3529	0.59776	0.49293
seq_3530	0.64321	0.90080
seq_3531	0.25832	0.59519
seq_3532	0.77437	0.45013
seq_3533	0.47303	0.69960
seq_3534	0.19965	0.89753
seq_3535	0.58796	0.50091
seq_3536	0.94363	0.56699
seq_3537	0.02619	0.86280
seq_3538	0.16682	0.64682
seq_3539	0.83448	0.71169
seq_3540	0.48347	0.65542
seq_3541	0.85478	0.53951
seq_3542	0.46336	0.82832
seq_3543	0.20086	0.30593
seq_3544	0.36525	0.41582
seq_3545	0.97080	0.82938
seq_3546	0.33173	0.05189
seq_3547	0.93904	0.32063
seq_3548	0.71429	0.61181
seq_3549	0.40072	0.01362
seq_3550	0.43598	0.01184
seq_3551	0.06133	0.88550
seq_3552	0.17411	0.32625
seq_3553	0.52258	0.31781
seq_3554	0.95729	0.43498
seq_3555	0.15262	0.05384
seq_3556	0.17988	0.26843
seq_3557	0.09068	0.71683
seq_3558	0.55231	0.39051
seq_3559	0.58008	0.37276
seq_3560	0.34402	0.29645
seq_3561	0.63101	0.86029
seq_3562	0.48708	0.67688
seq_3563	0.13262	0.94132
seq_3564	0.23490	0.20296
seq_3565	0.24845	0.28702
seq_3566	0.78995	0.69453
seq_3567	0.91906	0.32803
seq_3568	0.23875	0.90267
seq_3569	0.90891	0.93184
seq_3570	0.62770	0.13460
seq_3571	0.05214	0.54314
seq_3572	0.04163	0.84249
seq_3573	0.68006	0.43797
seq_3574	0.38818	0.92066
seq_3575	0.00468	0.32841
seq_3576	0.28146	0.40741
seq_3577	0.85419	0.94026
seq_3578	0.30383	0.43621
seq_3579	0.35433	0.14762
seq_3580	0.52269	0.90359
seq_3581	0.07037	0.88963
seq_3582	0.05664	0.61150
seq_3583	0.77438	0.66488
seq_3584	0.54417	0.76164
seq_3585	0.85629	0.50748
seq_3586	0.07912	0.32785
seq_3587	0.55581	0.25329
seq_3588	0.91866	0.31479
seq_3589	0.67038	0.22321
seq_3590	0.88023	0.55131
seq_3591	0.83554	0.31688
seq_3592	0.92910	0.12842
seq_3593	0.42019	0.54505
seq_3594	0.51693	0.86331
seq_3595	0.32044	0.26647
seq_3596	0.06600	0.13338
seq_3597	0.89057	0.54077
seq_3598	0.45513	0.24774
seq_3599	0.46831	0.79394
seq_3600	0.68589	0.46845
seq_3601	0.78080	0.14174
seq_3602	0.29628	0.99278
seq_3603	0.36062	0.31601
seq_3604	0.53575	0.66870
seq_3605	0.18000	0.14458
seq_3606	0.06825	0.74146
seq_3607	0.35227	0.53776
seq_3608	0.37343	0.14189
seq_3609	0.43513	0.77530
seq_3610	0.37586	0.87663
seq_3611	0.93399	0.35589
seq_3612	0.72536	0.62097
seq_3613	0.35195	0.75137
seq_3614	0.56183	0.14409
seq_3615	0.71382	0.84282
seq_3616	0.57844	0.23873
seq_3617	0.47848	0.66545
seq_3618	0.51466	0.22748
seq_3619	0.86520	0.14198
seq_3620	0.65339	0.03193
seq_3621	0.64999	0.64029
seq_3622	0.81192	0.44437
seq_3623	0.74502	0.19756
seq_3624	0.65546	0.29953
seq_3625	0.68933	0.75272
seq_3626	0.64340	0.98793
seq_3627	0.73885	0.74282
seq_3628	0.35546	0.53185
seq_3629	0.19684	0.66267
seq_3630	0.93549	0.18050
seq_3631	0.14167	0.16209
seq_3632	0.18716	0.79725
seq_3633	0.53538	0.63149
seq_3634	0.66203	0.16011
seq_3635	0.25607	0.64829
seq_3636	0.32687	0.83400
seq_3637	0.51879	0.90271
seq_3638	0.57513	0.58037
seq_3639	0.29062	0.73257
seq_3640	0.22734	0.51268
seq_3641	0.75960	0.32191
seq_3642	0.93290	0.40175
seq_3643	0.18221	0.93983
seq_3644	0.74381	0.70969
seq_3645	0.64845	0.84550
seq_3646	0.38790	0.13491
seq_3647	0.30147	0.96426
seq_3648	0.19225	0.36270
seq_3649	0.15988	0.05140
seq_3650	0.39745	0.51096
seq_3651	0.52835	0.01715
seq_3652	0.92308	0.07489
seq_3653	0.61950	0.46155
seq_3654	0.63976	0.06466
seq_3655	0.82170	0.61462
seq_3656	0.67141	0.39100
seq_3657	0.61106	0.79682
seq_3658	0.83100	0.96103
seq_3659	0.27518	0.14828
seq_3660	0.57790	0.24892
seq_3661	0.14933	0.36559
seq_3662	0.96645	0.74625
seq_3663	0.17493	0.55619
seq_3664	0.42435	0.44102
seq_3665	0.96452	0.22241
seq_3666	0.29063	0.76674
seq_3667	0.83760	0.68128
seq_3668	0.74706	0.86876
seq_3669	0.61499	0.43083
seq_3670	0.32887	0.33858
seq_3671	0.74371	0.02014
seq_3672	0.15392	0.09961
seq_3673	0.60739	0.35835
seq_3674	0.90848	0.26756
seq_3675	0.58101	0.44807
seq_3676	0.73011	0.79228
seq_3677	0.06011	0.46244
seq_3678	0.64801	0.92968
seq_3679	0.94783	0.87736
seq_3680	0.95731	0.23760
seq_3681	0.07561	0.05535
seq_3682	0.12901	0.37606
seq_3683	0.57978	0.25235
seq_3684	0.54646	0.60900
seq_3685	0.92663	0.67396
seq_3686	0.98927	0.82366
seq_3687	0.86913	0.71473
seq_3688	0.66307	0.05934
seq_3689	0.91033	0.45764
seq_3690	0.74269	0.59378
seq_3691	0.62051	0.10638
seq_3692	0.13388	0.74468
seq_3693	0.29018	0.94173
seq_3694	0.27444	0.44586
seq_3695	0.20496	0.21074
seq_3696	0.55297	0.79247
seq_3697	0.64158	0.61878
seq_3698	0.94345	0.68998
seq_3699	0.71112	0.32720
seq_3700	0.88689	0.25279
seq_3701	0.54485	0.77920
seq_3702	0.56877	0.63050
seq_3703	0.50429	0.70726
seq_3704	0.70064	0.34843
seq_3705	0.71446	0.77588
seq_3706	0.96156	0.99879
seq_3707	0.39455	0.82270
seq_3708	0.40485	0.88263
seq_3709	0.07876	0.36499
seq_3710	0.15044	0.33190
seq_3711	0.38442	0.72114
seq_3712	0.76295	0.33793
seq_3713	0.62545	0.54933
seq_3714	0.83909	0.00252
seq_3715	0.86229	0.13607
seq_3716	0.69024	0.48296
seq_3717	0.21588	0.82351
seq_3718	0.83950	0.84803
seq_3719	0.42128	0.86680
seq_3720	0.77492	0.90830
seq_3721	0.74435	0.69429
seq_3722	0.33580	0.77423
seq_3723	0.27248	0.31962
seq_3724	0.79955	0.74922
seq_3725	0.04033	0.92897
seq_3726	0.53813	0.70770
seq_3727	0.23973	0.22056
seq_3728	0.53888	0.76170
seq_3729	0.39318	0.25109
seq_3730	0.36862	0.53335
seq_3731	0.89158	0.72093
seq_3732	0.57942	0.36652
seq_3733	0.82267	0.37817
seq_3734	0.87464	0.84666
seq_3735	0.11498	0.91806
seq_3736	0.88863	0.56553
seq_3737	0.06179	0.05871
seq_3738	0.92948	0.33758
seq_3739	0.28329	0.44302
seq_3740	0.31566	0.84404
seq_3741	0.39966	0.67622
seq_3742	0.79575	0.13358
seq_3743	0.97308	0.52665
seq_3744	0.20241	0.00064
seq_3745	0.75585	0.72102
seq_3746	0.64622	0.49729
seq_3747	0.00097	0.29081
seq_3748	0.52073	0.83438
seq_3749	0.12105	0.60205
seq_3750	0.71027	0.85407
seq_3751	0.90107	0.34062
seq_3752	0.56602	0.52435
seq_3753	0.80138	0.80432
seq_3754	0.34426	0.52224
seq_3755	0.10895	0.90587
seq_3756	0.42900	0.02910
seq_3757	0.00134	0.55752
seq_3758	0.42495	0.87374
seq_3759	0.26109	0.41254
seq_3760	0.63153	0.44436
seq_3761	0.41493	0.82768
seq_3762	0.74463	0.09882
seq_3763	0.76108	0.37243
seq_3764	0.93597	0.61596
seq_3765	0.78687	0.41852
seq_3766	0.86097	0.69302
seq_3767	0.68412	0.04924
seq_3768	0.20712	0.41953
seq_3769	0.55401	0.77578
seq_3770	0.56649	0.10840
seq_3771	0.41740	0.27221
seq_3772	0.84306	0.20925
seq_3773	0.43895	0.52696
seq_3774	0.66172	0.94734
seq_3775	0.93478	0.00227
seq_3776	0.20357	0.64824
seq_3777	0.46271	0.32514
seq_3778	0.03402	0.94446
seq_3779	0.90248	0.95383
seq_3780	0.32410	0.39053
seq_3781	0.71145	0.09909
seq_3782	0.09766	0.73719
seq_3783	0.23924	0.14573
seq_3784	0.75479	0.91576
seq_3785	0.33060	0.95637
seq_3786	0.51140	0.43441
seq_3787	0.42508	0.03679
seq_3788	0.10222	0.51642
seq_3789	0.70057	0.05154
seq_3790	0.96004	0.33108
seq_3791	0.85864	0.79769
seq_3792	0.82840	0.27380
seq_3793	0.94311	0.15676
seq_3794	0.98989	0.20073
seq_3795	0.24215	0.02173
seq_3796	0.15334	0.50246
seq_3797	0.18103	0.73618
seq_3798	0.67215	0.43510
seq_3799	0.26055	0.51452
seq_3800	0.97947	0.33939
seq_3801	0.40435	0.87385
seq_3802	0.54469	0.23173
seq_3803	0.89250	0.10679
seq_3804	0.21107	0.65831
seq_3805	0.37604	0.18872
seq_3806	0.25055	0.04763
seq_3807	0.27286	0.61615
seq_3808	0.65990	0.94745
seq_3809	0.13874	0.77576
seq_3810	0.90072	0.13174
seq_3811	0.99085	0.77077
seq_3812	0.30645	0.21727
seq_3813	0.77304	0.86180
seq_3814	0.15329	0.27875
seq_3815	0.15686	0.96020
seq_3816	0.50244	0.62883
seq_3817	0.72569	0.51700
seq_3818	0.76289	0.07510
seq_3819	0.93117	0.62375
seq_3820	0.85185	0.89455
seq_3821	0.89466	0.28740
seq_3822	0.48427	0.28283
seq_3823	0.20229	0.66960
seq_3824	0.94161	0.98862
seq_3825	0.84326	0.20621
seq_3826	0.36421	0.88225
seq_3827	0.12779	0.38884
seq_3828	0.67662	0.98927
seq_3829	0.62603	0.67044
seq_3830	0.71244	0.41899
seq_3831	0.53199	0.74114
seq_3832	0.68014	0.01537
seq_3833	0.99430	0.30990
seq_3834	0.28426	0.71309
seq_3835	0.84687	0.51995
seq_3836	0.16151	0.82734
seq_3837	0.21156	0.51255
seq_3838	0.34994	0.64005
seq_3839	0.09444	0.11838
seq_3840	0.64772	0.80324
seq_3841	0.99078	0.42590
seq_3842	0.46200	0.46284
seq_3843	0.58654	0.43339
seq_3844	0.84468	0.30561
seq_3845	0.90734	0.60936
seq_3846	0.49542	0.78836
seq_3847	0.14582	0.63294
seq_3848	0.26098	0.30815
seq_3849	0.31093	0.11597
seq_3850	0.66696	0.38364
seq_3851	0.57082	0.50942
seq_3852	0.08995	0.61160
seq_3853	0.77299	0.65405
seq_3854	0.49870	0.65007
seq_3855	0.46845	0.78633
seq_3856	0.59028	0.78131
seq_3857	0.72661	0.13412
seq_3858	0.81547	0.27741
seq_3859	0.43559	0.44845
seq_3860	0.64437	0.23699
seq_3861	0.63516	0.86585
seq_3862	0.11547	0.32811
seq_3863	0.04171	0.54066
seq_3864	0.39359	0.85649
seq_3865	0.05381	0.44516
seq_3866	0.53412	0.08516
seq_3867	0.15150	0.80880
seq_3868	0.04140	0.41251
seq_3869	0.44028	0.32777
seq_3870	0.34118	0.81849
seq_3871	0.86389	0.47503
seq_3872	0.69676	0.70111
seq_3873	0.31183	0.50394
seq_3874	0.52588	0.81817
seq_3875	0.74177	0.69582
seq_3876	0.00831	0.43134
seq_3877	0.99486	0.88435
seq_3878	0.88496	0.50022
seq_3879	0.17074	0.94851
seq_3880	0.37702	0.72862
seq_3881	0.68736	0.22963
seq_3882	0.79425	0.96260
seq_3883	0.14200	0.01315
seq_3884	0.78178	0.91340
seq_3885	0.31273	0.52922
seq_3886	0.97356	0.75735
seq_3887	0.52112	0.53686
seq_3888	0.65609	0.88481
seq_3889	0.20462	0.23316
seq_3890	0.10356	0.42765
seq_3891	0.99321	0.08062
seq_3892	0.39530	0.56404
seq_3893	0.66545	0.14185
seq_3894	0.61386	0.62605
seq_3895	0.27331	0.31167
seq_3896	0.80764	0.75336
seq_3897	0.38148	0.02236
seq_3898	0.66644	0.58965
seq_3899	0.30207	0.03381
seq_3900	0.60331	0.84775
seq_3901	0.75519	0.34441
seq_3902	0.99217	0.42709
seq_3903	0.98076	0.33331
seq_3904	0.44766	0.88065
seq_3905	0.25222	0.53632
seq_3906	0.05700	0.57981
seq_3907	0.47343	0.43768
seq_3908	0.07392	0.05559
seq_3909	0.81954	0.47999
seq_3910	0.66305	0.73809
seq_3911	0.83418	0.75160
seq_3912	0.07497	0.08972
seq_3913	0.96883	0.91095
seq_3914	0.18882	0.54633
seq_3915	0.33642	0.56957
seq_3916	0.71303	0.22766
seq_3917	0.23805	0.92774
seq_3918	0.35172	0.41020
seq_3919	0.71919	0.00969
seq_3920	0.34526	0.00694
seq_3921	0.79903	0.01465
seq_3922	0.26596	0.82618
seq_3923	0.46703	0.02301
seq_3924	0.66462	0.50134
seq_3925	0.89847	0.67666
seq_3926	0.18341	0.86546
seq_3927	0.75107	0.12562
seq_3928	0.19001	0.22576
seq_3929	0.11393	0.73044
seq_3930	0.61177	0.89965
seq_3931	0.16259	0.05567
seq_3932	0.97057	0.07053
seq_3933	0.67508	0.73657
seq_3934	0.77669	0.02731
seq_3935	0.20041	0.52719
seq_3936	0.95914	0.85005
seq_3937	0.85235	0.45867
seq_3938	0.12484	0.28877
seq_3939	0.94618	0.00907
seq_3940	0.98913	0.49564
seq_3941	0.85847	0.37898
seq_3942	0.15558	0.57082
seq_3943	0.77928	0.95748
seq_3944	0.21001	0.17115
seq_3945	0.23015	0.53067
seq_3946	0.59319	0.31310
seq_3947	0.21162	0.48383
seq_3948	0.94790	0.32897
seq_3949	0.33106	0.88179
seq_3950	0.59235	0.99466
seq_3951	0.45511	0.93536
seq_3952	0.11724	0.11657
seq_3953	0.25823	0.00826
seq_3954	0.54522	0.03914
seq_3955	0.20560	0.74125
seq_3956	0.54292	0.23075
seq_3957	0.30233	0.76590
seq_3958	0.43305	0.22201
seq_3959	0.26496	0.24671
seq_3960	0.37632	0.32032
seq_3961	0.39391	0.88307
seq_3962	0.17469	0.02355
seq_3963	0.09914	0.90406
seq_3964	0.19470	0.49949
seq_3965	0.05754	0.03343
seq_3966	0.46458	0.57852
seq_3967	0.63544	0.10960
seq_3968	0.29406	0.34871
seq_3969	0.14338	0.56696
seq_3970	0.20692	0.90558
seq_3971	0.96184	0.55989
seq_3972	0.11768	0.26479
seq_3973	0.61258	0.78671
seq_3974	0.15151	0.37663
seq_3975	0.90237	0.68101
seq_3976	0.49234	0.26126
seq_3977	0.68851	0.45254
seq_3978	0.72009	0.69957
seq_3979	0.33962	0.93441
seq_3980	0.95117	0.47993
seq_3981	0.68068	0.46800
seq_3982	0.84754	0.34652
seq_3983	0.01924	0.35226
seq_3984	0.21500	0.33100
seq_3985	0.63305	0.78545
seq_3986	0.71507	0.71736
seq_3987	0.43714	0.53429
seq_3988	0.00116	0.78667
seq_3989	0.35789	0.42691
seq_3990	0.00766	0.13095
seq_3991	0.25149	0.34745
seq_3992	0.85748	0.28809
seq_3993	0.97137	0.40000
seq_3994	0.80666	0.79221
seq_3995	0.34878	0.60801
seq_3996	0.73439	0.34031
seq_3997	0.69975	0.89838
seq_3998	0.18446	0.41262
seq_3999	0.85759	0.14623
seq_4000	0.35875	0.06547
seq_4001	0.31728	0.61457
seq_4002	0.77566	0.82263
seq_4003	0.16652	0.38959
seq_4004	0.82029	0.87424
seq_4005	0.34325	0.31142
seq_4006	0.72131	0.12252
seq_4007	0.47824	0.50130
seq_4008	0.70849	0.44674
seq_4009	0.71320	0.66242
seq_4010	0.72096	0.86399
seq_4011	0.88331	0.76442
seq_4012	0.10338	0.62916
seq_4013	0.59090	0.00238
seq_4014	0.89696	0.67742
seq_4015	0.18648	0.54861
seq_4016	0.54900	0.72822
seq_4017	0.35595	0.39563
seq_4018	0.31311	0.13133
seq_4019	0.87868	0.50956
seq_4020	0.30854	0.07600
seq_4021	0.93517	0.61320
seq_4022	0.78615	0.46794
seq_4023	0.65224	0.29123
seq_4024	0.37136	0.76726
